track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class,playlist_genre_edm,playlist_genre_latin,playlist_genre_pop,playlist_genre_r&b,playlist_genre_rap,playlist_genre_rock,playlist_subgenre_album rock,playlist_subgenre_big room,playlist_subgenre_classic rock,playlist_subgenre_dance pop,playlist_subgenre_electro house,playlist_subgenre_electropop,playlist_subgenre_gangster rap,playlist_subgenre_hard rock,playlist_subgenre_hip hop,playlist_subgenre_hip pop,playlist_subgenre_indie poptimism,playlist_subgenre_latin hip hop,playlist_subgenre_latin pop,playlist_subgenre_neo soul,playlist_subgenre_new jack swing,playlist_subgenre_permanent wave,playlist_subgenre_pop edm,playlist_subgenre_post-teen pop,playlist_subgenre_progressive electro house,playlist_subgenre_reggaeton,playlist_subgenre_southern hip hop,playlist_subgenre_trap,playlist_subgenre_tropical,playlist_subgenre_urban contemporary
-2.11343907291817,-0.088882227694415,-0.5306583938071878,1.5422029431629276,-0.38495721550164574,-1.0853406057613724,-0.7869550806471687,-0.8028161324166374,1.506561411745321,-0.6311688879419695,0.5035147043349307,-0.7600060681505765,1.1221936011848492,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.14475583415223306,-0.42093075630685495,-0.5867566919846637,-0.10572416948362677,-0.7082537100282509,-1.0853406057613724,-0.6357623578518659,0.6683053067708009,-0.39602225571398064,-0.6107147892899282,-0.9351662322901375,1.4143805578403854,-0.12734567087026394,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-2.2574890659986044,-0.6939484353881945,-0.9401759705027617,1.5422029431629276,-0.5587336067365513,0.9213697476088575,-0.40255005340943784,2.3225962227096444,-0.3959942396467895,-0.21390527544032759,-0.38182741051126506,-0.9344846309972243,-0.23826686090033514,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-2.4495557234391834,-0.6127810172829313,-1.691893166080939,-0.10572416948362677,-1.3374690599579704,-1.0853406057613724,-0.3274477858771306,0.1360937520451674,-0.3960128891482331,-0.6223054451927514,-0.2490260932843358,-0.57941925664757,2.354594163982697,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.3437607610122557,1.541844990602233,-2.011653465692552,-0.38037868825805254,-2.333787036371428,0.9213697476088575,1.2348770163409988,1.6218510089875608,-0.39602225571398064,-0.6277598714999626,0.24233878045530313,-0.8333799998631488,0.7317796140362988,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.624922477753681,1.0991136191189796,-0.7045631181573633,-0.10572416948362677,-0.30675783944593826,0.9213697476088575,-0.6594788633883838,0.4243750108548854,-0.3939691379541509,-0.9577526630862283,0.3264462813656918,-0.6471346267214303,0.38972047282350064,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.0090557926348396,-2.767407025168095,1.5954671071191495,0.7182393868396505,0.38146907667396807,0.9213697476088575,0.1281067579701545,-0.8475085977247225,0.9671475807513652,-0.5548069196410154,-1.2715962359316921,1.412207070588429,1.098150248954318,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.14334415200863573,0.8260959400376409,0.3949635261211651,0.9928939056140762,0.7927398692632441,-1.0853406057613724,0.03916986220821157,1.3246995575990819,-0.39602225571398064,2.9837521471621233,0.04313680461490887,-1.01958789908673,0.6682077394118926,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.047310823288346134,-1.1809529440197721,-1.0411529072222185,-0.6550332070324782,-1.2976453036333049,0.9213697476088575,0.22692553103898,0.9565865655805187,0.9044250422636959,0.44744391430900665,-0.4924951748670397,-1.772626284053095,-2.264813091238217,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.048722505431943466,0.8039593714634783,1.1074119129751092,0.16893034929079898,1.046525807295887,-1.0853406057613724,0.9977119609758179,-0.8396274316184937,-0.39602225571398064,-0.9141172526285402,-0.3552671470658792,2.159287102570985,-1.0209494803973747,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
